onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
46.8418	2.8023	1	2	1	1	4	1	1	1	1	1
49.4678	2.8023	1	2	1	1	5	1	1	1	2	2
52.0918	2.8023	1	2	2	2	3	1	1	1	3	3
54.7168	2.8023	1	2	2	2	2	1	1	1	4	4
57.3423	2.8023	1	2	1	1	6	1	1	1	5	5
59.9673	2.8023	1	2	2	2	15	2	1	1	6	6
62.5928	2.8023	1	2	1	1	4	1	1	1	7	7
65.2183	2.8023	1	2	1	1	6	1	1	1	8	8
67.8433	2.8023	1	2	2	2	3	1	1	1	9	9
70.4688	2.8023	1	2	2	2	1	1	1	1	10	10
72.3022	2.8023	2	2	1	1	0	1	1	1	11	11
74.9277	2.8023	2	2	2	2	0	1	1	1	12	12
77.5527	2.8023	2	2	2	2	0	2	1	1	13	13
80.1782	2.8023	2	2	2	2	0	1	1	1	14	14
82.8037	2.8023	2	2	2	2	0	1	1	1	15	15
85.4292	2.8023	2	2	1	1	0	1	1	1	16	16
88.0542	2.8023	2	2	1	1	0	1	1	1	17	17
90.6797	2.8023	2	2	2	2	0	1	1	1	18	18
93.3052	2.8023	2	2	2	2	0	1	1	1	19	19
95.9302	2.8023	2	2	2	2	0	1	1	1	20	20
98.5557	2.8023	2	2	2	2	0	2	1	1	21	21
101.9727	2.8023	1	2	2	2	1	1	1	1	22	22
104.5981	2.8023	1	2	2	2	2	1	1	1	23	23
107.2231	2.8023	1	2	1	1	6	1	1	1	24	24
109.8486	2.8023	1	2	2	2	3	1	1	1	25	25
112.4741	2.8023	1	2	2	2	15	2	1	1	26	26
115.0991	2.8023	1	2	2	2	3	1	1	1	27	27
117.7246	2.8023	1	2	1	1	4	1	1	1	28	28
120.3501	2.8023	1	2	2	2	2	1	1	1	29	29
122.9751	2.8023	1	2	2	2	3	1	1	1	30	30
125.6006	2.8023	1	2	1	1	17	2	1	1	31	31
128.2256	2.8023	1	2	2	2	3	1	1	1	32	32
130.0591	2.8023	2	2	2	2	0	1	1	1	33	33
132.6846	2.8023	2	2	1	1	0	1	1	1	34	34
135.3101	2.8023	2	2	2	2	0	1	1	1	35	35
137.9351	2.8023	2	2	2	2	0	1	1	1	36	36
140.5605	2.8023	2	2	1	1	0	1	1	1	37	37
143.186	2.8023	2	2	1	1	0	1	1	1	38	38
145.811	2.8023	2	2	1	1	0	2	1	1	39	39
148.4365	2.8023	2	2	2	2	0	1	1	1	40	40
151.062	2.8023	2	2	2	2	0	1	1	1	41	41
153.687	2.8023	2	2	2	2	0	1	1	1	42	42
174.4063	2.8023	1	1	2	1	8	1	1	2	43	1
177.0317	2.8023	1	1	2	1	8	1	1	2	44	2
179.6572	2.8023	1	1	1	2	10	1	1	2	45	3
182.2827	2.8023	1	1	1	2	10	1	1	2	46	4
184.9077	2.8023	1	1	1	2	11	1	1	2	47	5
187.5332	2.8023	1	1	2	1	9	1	1	2	48	6
190.1582	2.8023	1	1	2	1	7	1	1	2	49	7
192.7837	2.8023	1	1	2	1	9	1	1	2	50	8
195.4087	2.8023	1	1	2	1	19	2	1	2	51	9
198.0342	2.8023	1	1	1	2	12	1	1	2	52	10
199.8677	2.8023	2	1	2	1	0	1	1	2	53	11
202.4932	2.8023	2	1	2	1	0	1	1	2	54	12
205.1182	2.8023	2	1	1	2	0	1	1	2	55	13
