onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
149.9346	2.8023	1	1	2	1	8	1	1	1	1	1
152.5605	2.8023	1	1	1	2	12	1	1	1	2	2
155.1846	2.8023	1	1	2	1	9	1	1	1	3	3
157.8101	2.8023	1	1	1	2	11	1	1	1	4	4
160.4351	2.8023	1	1	2	1	7	1	1	1	5	5
163.0605	2.8023	1	1	1	2	22	2	1	1	6	6
165.686	2.8023	1	1	2	1	7	1	1	1	7	7
168.3115	2.8023	1	1	1	2	11	1	1	1	8	8
170.9365	2.8023	1	1	1	2	12	1	1	1	9	9
173.562	2.8023	1	1	1	2	12	1	1	1	10	10
176.187	2.8023	1	1	1	2	22	2	1	1	11	11
178.0205	2.8023	2	1	2	1	0	1	1	1	12	12
180.646	2.8023	2	1	2	1	0	1	1	1	13	13
183.2715	2.8023	2	1	2	1	0	1	1	1	14	14
185.8965	2.8023	2	1	1	2	0	1	1	1	15	15
188.522	2.8023	2	1	2	1	0	1	1	1	16	16
191.1475	2.8023	2	1	1	2	0	1	1	1	17	17
193.7725	2.8023	2	1	1	2	0	2	1	1	18	18
196.3979	2.8023	2	1	2	1	0	1	1	1	19	19
199.0317	2.8023	2	1	2	1	0	1	1	1	20	20
201.6567	2.8023	2	1	1	2	0	1	1	1	21	21
204.2822	2.8023	2	1	1	2	0	2	1	1	22	22
207.6992	2.8023	1	1	1	2	10	1	1	1	23	23
210.5918	2.8023	1	1	2	1	8	1	1	1	24	24
213.2168	2.8023	1	1	1	2	11	1	1	1	25	25
215.8423	2.8023	1	1	2	1	20	2	1	1	26	26
218.4673	2.8023	1	1	1	2	11	1	1	1	27	27
221.0928	2.8023	1	1	2	1	7	1	1	1	28	28
223.7178	2.8023	1	1	1	2	10	1	1	1	29	29
226.3438	2.8023	1	1	2	1	20	2	1	1	30	30
228.9692	2.8023	1	1	1	2	11	1	1	1	31	31
231.5938	2.8023	1	1	1	2	10	1	1	1	32	32
234.2192	2.8023	1	1	2	1	9	1	1	1	33	33
236.0527	2.8023	2	1	2	1	0	1	1	1	34	34
238.6782	2.8023	2	1	1	2	0	1	1	1	35	35
241.3032	2.8023	2	1	2	1	0	1	1	1	36	36
243.9287	2.8023	2	1	2	1	0	1	1	1	37	37
246.5542	2.8023	2	1	2	1	0	2	1	1	38	38
249.1792	2.8023	2	1	1	2	0	1	1	1	39	39
251.8047	2.8023	2	1	1	2	0	1	1	1	40	40
254.4302	2.8023	2	1	1	2	0	1	1	1	41	41
257.0552	2.8023	2	1	2	1	0	2	1	1	42	42
259.6807	2.8023	2	1	2	1	0	1	1	1	43	43
262.3062	2.8023	2	1	2	1	0	1	1	1	44	44
300.8774	2.8023	1	2	2	2	3	1	1	2	45	1
303.5024	2.8023	1	2	2	2	1	1	1	2	46	2
306.1279	2.8023	1	2	2	2	3	1	1	2	47	3
308.7534	2.8023	1	2	1	1	5	1	1	2	48	4
311.3784	2.8023	1	2	1	1	18	2	1	2	49	5
314.0039	2.8023	1	2	1	1	5	1	1	2	50	6
316.6294	2.8023	1	2	2	2	3	1	1	2	51	7
319.2544	2.8023	1	2	1	1	6	1	1	2	52	8
321.8799	2.8023	1	2	2	2	1	1	1	2	53	9
324.5054	2.8023	1	2	2	2	2	1	1	2	54	10
326.3389	2.8023	2	2	2	2	0	1	1	2	55	11
328.9639	2.8023	2	2	2	2	0	2	1	2	56	12
331.5894	2.8023	2	2	2	2	0	1	1	2	57	13
334.2148	2.8023	2	2	1	1	0	1	1	2	58	14
336.8398	2.8023	2	2	1	1	0	1	1	2	59	15
339.4653	2.8023	2	2	1	1	0	1	1	2	60	16
342.0903	2.8023	2	2	2	2	0	1	1	2	61	17
344.7158	2.8023	2	2	2	2	0	2	1	2	62	18
347.3413	2.8023	2	2	2	2	0	1	1	2	63	19
349.9663	2.8023	2	2	1	1	0	1	1	2	64	20
352.5918	2.8023	2	2	1	1	0	1	1	2	65	21
356.0088	2.8023	1	2	2	2	2	1	1	2	66	22
358.6343	2.8023	1	2	2	2	1	1	1	2	67	23
361.2598	2.8023	1	2	1	1	6	1	1	2	68	24
363.8848	2.8023	1	2	2	2	3	1	1	2	69	25
366.5103	2.8023	1	2	1	1	4	1	1	2	70	26
