onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
39.6797	2.8023	2	1	1	2	0	1	1	1	1	1
41.5298	2.8023	2	1	1	2	0	1	1	1	2	2
44.1553	2.8023	2	1	1	2	0	1	1	1	3	3
46.7808	2.8023	2	1	2	1	0	1	1	1	4	4
49.4058	2.8023	2	1	2	1	0	1	1	1	5	5
52.0313	2.8023	2	1	2	1	0	2	1	1	6	6
54.6567	2.8023	2	1	1	2	0	1	1	1	7	7
57.2817	2.8023	2	1	2	1	0	1	1	1	8	8
59.9072	2.8023	2	1	2	1	0	1	1	1	9	9
62.5327	2.8023	2	1	1	2	0	2	1	1	10	10
65.1577	2.8023	2	1	1	2	0	1	1	1	11	11
68.5752	2.8023	1	1	1	2	10	1	1	1	12	12
71.2002	2.8023	1	1	1	2	12	1	1	1	13	13
73.8257	2.8023	1	1	2	1	8	1	1	1	14	14
76.4512	2.8023	1	1	2	1	9	1	1	1	15	15
79.0762	2.8023	1	1	2	1	7	1	1	1	16	16
81.7017	2.8023	1	1	1	2	10	1	1	1	17	17
84.3271	2.8023	1	1	1	2	12	1	1	1	18	18
86.9521	2.8023	1	1	2	1	8	1	1	1	19	19
89.5776	2.8023	1	1	1	2	11	1	1	1	20	20
91.4111	2.8023	2	1	2	1	0	1	1	1	21	21
94.0366	2.8023	2	1	1	2	0	1	1	1	22	22
96.6616	2.8023	2	1	2	1	0	1	1	1	23	23
99.2871	2.8023	2	1	2	1	0	1	1	1	24	24
101.9121	2.8023	2	1	1	2	0	1	1	1	25	25
104.5376	2.8023	2	1	1	2	0	1	1	1	26	26
107.1631	2.8023	2	1	1	2	0	1	1	1	27	27
109.7881	2.8023	2	1	2	1	0	1	1	1	28	28
112.4136	2.8023	2	1	2	1	0	1	1	1	29	29
115.8306	2.8023	1	1	2	1	8	1	1	1	30	30
118.4561	2.8023	1	1	1	2	23	2	1	1	31	31
121.0815	2.8023	1	1	2	1	9	1	1	1	32	32
123.7065	2.8023	1	1	2	1	7	1	1	1	33	33
126.332	2.8023	1	1	1	2	12	1	1	1	34	34
128.9575	2.8023	1	1	1	2	22	2	1	1	35	35
132.3745	2.8023	1	1	1	2	10	1	1	1	36	36
134.9995	2.8023	1	1	2	1	7	1	1	1	37	37
137.625	2.8023	1	1	2	1	8	1	1	1	38	38
140.2505	2.8023	1	1	1	2	23	2	1	1	39	39
142.8755	2.8023	1	1	2	1	7	1	1	1	40	40
145.501	2.8023	1	1	1	2	10	1	1	1	41	41
153.6436	2.8023	2	2	2	2	0	1	1	2	42	1
155.4937	2.8023	2	2	1	1	0	1	1	2	43	2
158.1191	2.8023	2	2	1	1	0	1	1	2	44	3
160.7441	2.8023	2	2	2	2	0	1	1	2	45	4
163.3696	2.8023	2	2	2	2	0	1	1	2	46	5
165.9951	2.8023	2	2	1	1	0	1	1	2	47	6
168.6206	2.8023	2	2	1	1	0	1	1	2	48	7
171.2456	2.8023	2	2	1	1	0	2	1	2	49	8
173.8711	2.8023	2	2	1	1	0	1	1	2	50	9
176.4966	2.8023	2	2	2	2	0	1	1	2	51	10
179.9136	2.8023	1	2	2	2	1	1	1	2	52	11
182.5391	2.8023	1	2	1	1	4	1	1	2	53	12
185.1641	2.8023	1	2	2	2	3	1	1	2	54	13
187.7896	2.8023	1	2	2	2	2	1	1	2	55	14
190.4146	2.8023	1	2	2	2	3	1	1	2	56	15
193.04	2.8023	1	2	1	1	16	2	1	2	57	16
195.6655	2.8023	1	2	1	1	5	1	1	2	58	17
198.2905	2.8023	1	2	1	1	5	1	1	2	59	18
200.916	2.8023	1	2	1	1	6	1	1	2	60	19
203.5415	2.8023	1	2	2	2	3	1	1	2	61	20
206.1665	2.8023	1	2	2	2	15	2	1	2	62	21
208	2.8023	2	2	1	1	0	1	1	2	63	22
210.6255	2.8023	2	2	1	1	0	1	1	2	64	23
213.251	2.8023	2	2	2	2	0	1	1	2	65	24
215.876	2.8023	2	2	1	1	0	1	1	2	66	25
218.5015	2.8023	2	2	2	2	0	1	1	2	67	26
221.127	2.8023	2	2	1	1	0	2	1	2	68	27
223.752	2.8023	2	2	1	1	0	1	1	2	69	28
226.3774	2.8023	2	2	1	1	0	1	1	2	70	29
229.0029	2.8023	2	2	1	1	0	1	1	2	71	30
231.6279	2.8023	2	2	2	2	0	2	1	2	72	31
234.2534	2.8023	2	2	2	2	0	1	1	2	73	32
237.6704	2.8023	1	2	1	1	6	1	1	2	74	33
240.2959	2.8023	1	2	2	2	1	1	1	2	75	34
242.9209	2.8023	1	2	1	1	16	2	1	2	76	35
245.5464	2.8023	1	2	2	2	3	1	1	2	77	36
248.1719	2.8023	1	2	1	1	4	1	1	2	78	37
250.7969	2.8023	1	2	2	2	3	1	1	2	79	38
253.4224	2.8023	1	2	2	2	15	2	1	2	80	39
256.0479	2.8023	1	2	2	2	2	1	1	2	81	40
258.6729	2.8023	1	2	1	1	5	1	1	2	82	41
261.2983	2.8023	1	2	1	1	5	1	1	2	83	42
263.9238	2.8023	1	2	2	2	3	1	1	2	84	43
271.6826	2.8023	2	1	1	2	0	1	1	3	85	1
273.5332	2.8023	2	1	1	2	0	1	1	3	86	2
276.1582	2.8023	2	1	2	1	0	1	1	3	87	3
278.7837	2.8023	2	1	2	1	0	1	1	3	88	4
281.4092	2.8023	2	1	1	2	0	1	1	3	89	5
284.0342	2.8023	2	1	1	2	0	1	1	3	90	6
286.6597	2.8023	2	1	1	2	0	1	1	3	91	7
289.2852	2.8023	2	1	2	1	0	2	1	3	92	8
291.9102	2.8023	2	1	2	1	0	1	1	3	93	9
294.5356	2.8023	2	1	1	2	0	1	1	3	94	10
297.9526	2.8023	1	1	2	1	9	1	1	3	95	11
300.5781	2.8023	1	1	2	1	9	1	1	3	96	12
303.2036	2.8023	1	1	2	1	7	1	1	3	97	13
305.8286	2.8023	1	1	1	2	10	1	1	3	98	14
308.4541	2.8023	1	1	1	2	11	1	1	3	99	15
311.0796	2.8023	1	1	2	1	20	2	1	3	100	16
