onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
34.4067	2.8023	1	1	1	2	12	1	1	1	1	1
37.0322	2.8023	1	1	2	1	8	1	1	1	2	2
39.6572	2.8023	1	1	2	1	8	1	1	1	3	3
42.2827	2.8023	1	1	1	2	11	1	1	1	4	4
44.9082	2.8023	1	1	1	2	24	2	1	1	5	5
47.5332	2.8023	1	1	1	2	12	1	1	1	6	6
50.1587	2.8023	1	1	2	1	9	1	1	1	7	7
52.7837	2.8023	1	1	2	1	9	1	1	1	8	8
55.4092	2.8023	1	1	2	1	9	1	1	1	9	9
58.0342	2.8023	1	1	1	2	11	1	1	1	10	10
59.8682	2.8023	2	1	1	2	0	1	1	1	11	11
62.4932	2.8023	2	1	1	2	0	1	1	1	12	12
65.1187	2.8023	2	1	2	1	0	2	1	1	13	13
67.7441	2.8023	2	1	2	1	0	1	1	1	14	14
70.3696	2.8023	2	1	2	1	0	1	1	1	15	15
72.9946	2.8023	2	1	2	1	0	1	1	1	16	16
75.6196	2.8023	2	1	1	2	0	1	1	1	17	17
78.2451	2.8023	2	1	2	1	0	2	1	1	18	18
80.8706	2.8023	2	1	2	1	0	1	1	1	19	19
83.4956	2.8023	2	1	2	1	0	1	1	1	20	20
86.1211	2.8023	2	1	2	1	0	1	1	1	21	21
89.5381	2.8023	1	1	2	1	7	1	1	1	22	22
92.1636	2.8023	1	1	2	1	21	2	1	1	23	23
94.7891	2.8023	1	1	2	1	9	1	1	1	24	24
97.4141	2.8023	1	1	1	2	12	1	1	1	25	25
100.0396	2.8023	1	1	1	2	11	1	1	1	26	26
102.6982	2.8023	1	1	2	1	7	1	1	1	27	27
105.3237	2.8023	1	1	1	2	10	1	1	1	28	28
108.4487	2.8023	1	1	1	2	12	1	1	1	29	29
111.0742	2.8023	1	1	1	2	11	1	1	1	30	30
113.6997	2.8023	1	1	2	1	7	1	1	1	31	31
115.5332	2.8023	2	1	1	2	0	1	1	1	32	32
118.1582	2.8023	2	1	1	2	0	1	1	1	33	33
120.7837	2.8023	2	1	2	1	0	1	1	1	34	34
123.4092	2.8023	2	1	1	2	0	1	1	1	35	35
126.0342	2.8023	2	1	2	1	0	1	1	1	36	36
128.6597	2.8023	2	1	1	2	0	1	1	1	37	37
131.2852	2.8023	2	1	1	2	0	1	1	1	38	38
133.9102	2.8023	2	1	2	1	0	2	1	1	39	39
136.5356	2.8023	2	1	2	1	0	1	1	1	40	40
139.1606	2.8023	2	1	1	2	0	1	1	1	41	41
148.5786	2.8023	1	2	1	1	4	1	1	2	42	1
151.2041	2.8023	1	2	2	2	2	1	1	2	43	2
153.8296	2.8023	1	2	2	2	1	1	1	2	44	3
156.4546	2.8023	1	2	1	1	4	1	1	2	45	4
159.0801	2.8023	1	2	1	1	4	1	1	2	46	5
161.7056	2.8023	1	2	2	2	3	1	1	2	47	6
164.3306	2.8023	1	2	1	1	17	2	1	2	48	7
166.9561	2.8023	1	2	1	1	6	1	1	2	49	8
169.5811	2.8023	1	2	1	1	5	1	1	2	50	9
172.2065	2.8023	1	2	1	1	5	1	1	2	51	10
174.832	2.8023	1	2	1	1	18	2	1	2	52	11
176.6655	2.8023	2	2	2	2	0	1	1	2	53	12
179.2905	2.8023	2	2	2	2	0	1	1	2	54	13
181.916	2.8023	2	2	2	2	0	1	1	2	55	14
184.5415	2.8023	2	2	1	1	0	2	1	2	56	15
187.1665	2.8023	2	2	1	1	0	1	1	2	57	16
189.792	2.8023	2	2	1	1	0	1	1	2	58	17
192.4175	2.8023	2	2	1	1	0	1	1	2	59	18
195.0425	2.8023	2	2	2	2	0	2	1	2	60	19
197.668	2.8023	2	2	2	2	0	1	1	2	61	20
200.2935	2.8023	2	2	1	1	0	1	1	2	62	21
202.9185	2.8023	2	2	2	2	0	1	1	2	63	22
206.3359	2.8023	1	2	2	2	3	1	1	2	64	23
208.9609	2.8023	1	2	1	1	4	1	1	2	65	24
211.5864	2.8023	1	2	1	1	4	1	1	2	66	25
214.2119	2.8023	1	2	2	2	1	1	1	2	67	26
216.8369	2.8023	1	2	2	2	3	1	1	2	68	27
219.4624	2.8023	1	2	2	2	13	2	1	2	69	28
222.0874	2.8023	1	2	1	1	5	1	1	2	70	29
224.7129	2.8023	1	2	1	1	5	1	1	2	71	30
227.3384	2.8023	1	2	2	2	2	1	1	2	72	31
229.9634	2.8023	1	2	2	2	2	1	1	2	73	32
232.5889	2.8023	1	2	1	1	16	2	1	2	74	33
234.4224	2.8023	2	2	2	2	0	1	1	2	75	34
237.0479	2.8023	2	2	2	2	0	1	1	2	76	35
