onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
37.3672	2.8023	1	2	1	1	5	1	1	1	1	1
39.9922	2.8023	1	2	2	2	3	1	1	1	2	2
42.6177	2.8023	1	2	2	2	2	1	1	1	3	3
45.2427	2.8023	1	2	1	1	5	1	1	1	4	4
47.8682	2.8023	1	2	2	2	13	2	1	1	5	5
50.4937	2.8023	1	2	1	1	6	1	1	1	6	6
53.1187	2.8023	1	2	2	2	2	1	1	1	7	7
55.7441	2.8023	1	2	2	2	1	1	1	1	8	8
58.3696	2.8023	1	2	1	1	4	1	1	1	9	9
60.9946	2.8023	1	2	2	2	3	1	1	1	10	10
62.8281	2.8023	2	2	2	2	0	1	1	1	11	11
65.4536	2.8023	2	2	2	2	0	1	1	1	12	12
68.0791	2.8023	2	2	1	1	0	2	1	1	13	13
70.7046	2.8023	2	2	1	1	0	1	1	1	14	14
73.3296	2.8023	2	2	1	1	0	1	1	1	15	15
75.9551	2.8023	2	2	2	2	0	1	1	1	16	16
78.5801	2.8023	2	2	2	2	0	2	1	1	17	17
81.2056	2.8023	2	2	2	2	0	1	1	1	18	18
83.8311	2.8023	2	2	2	2	0	1	1	1	19	19
86.4561	2.8023	2	2	1	1	0	1	1	1	20	20
89.0815	2.8023	2	2	2	2	0	2	1	1	21	21
91.707	2.8023	2	2	2	2	0	1	1	1	22	22
95.124	2.8023	1	2	2	2	2	1	1	1	23	23
98.0078	2.8023	1	2	2	2	2	1	1	1	24	24
100.6328	2.8023	1	2	1	1	4	1	1	1	25	25
103.2583	2.8023	1	2	1	1	6	1	1	1	26	26
105.8838	2.8023	1	2	1	1	18	2	1	1	27	27
108.5088	2.8023	1	2	1	1	5	1	1	1	28	28
111.1343	2.8023	1	2	2	2	1	1	1	1	29	29
113.7598	2.8023	1	2	2	2	3	1	1	1	30	30
116.3848	2.8023	1	2	1	1	4	1	1	1	31	31
119.0103	2.8023	1	2	1	1	5	1	1	1	32	32
