onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
38.4126	2.8023	2	1	1	2	0	1	1	1	1	1
40.2627	2.8023	2	1	1	2	0	1	1	1	2	2
42.8882	2.8023	2	1	2	1	0	1	1	1	3	3
45.5132	2.8023	2	1	1	2	0	1	1	1	4	4
48.1387	2.8023	2	1	2	1	0	1	1	1	5	5
50.7637	2.8023	2	1	1	2	0	1	1	1	6	6
53.3892	2.8023	2	1	1	2	0	1	1	1	7	7
56.0146	2.8023	2	1	1	2	0	1	1	1	8	8
58.6396	2.8023	2	1	2	1	0	1	1	1	9	9
61.2651	2.8023	2	1	2	1	0	2	1	1	10	10
64.6831	2.8023	1	1	1	2	10	1	1	1	11	11
67.3076	2.8023	1	1	2	1	8	1	1	1	12	12
69.9331	2.8023	1	1	2	1	8	1	1	1	13	13
72.5581	2.8023	1	1	1	2	12	1	1	1	14	14
75.1836	2.8023	1	1	1	2	24	2	1	1	15	15
77.8086	2.8023	1	1	1	2	11	1	1	1	16	16
80.4341	2.8023	1	1	1	2	12	1	1	1	17	17
83.0596	2.8023	1	1	2	1	8	1	1	1	18	18
85.6851	2.8023	1	1	1	2	12	1	1	1	19	19
88.3101	2.8023	1	1	1	2	10	1	1	1	20	20
90.144	2.8023	2	1	2	1	0	1	1	1	21	21
92.769	2.8023	2	1	2	1	0	1	1	1	22	22
95.394	2.8023	2	1	1	2	0	1	1	1	23	23
98.0195	2.8023	2	1	2	1	0	1	1	1	24	24
100.645	2.8023	2	1	2	1	0	1	1	1	25	25
103.27	2.8023	2	1	1	2	0	1	1	1	26	26
105.8955	2.8023	2	1	2	1	0	1	1	1	27	27
108.521	2.8023	2	1	2	1	0	1	1	1	28	28
111.146	2.8023	2	1	2	1	0	1	1	1	29	29
114.563	2.8023	1	1	2	1	9	1	1	1	30	30
117.1885	2.8023	1	1	2	1	7	1	1	1	31	31
120.064	2.8023	1	1	1	2	12	1	1	1	32	32
122.6895	2.8023	1	1	2	1	9	1	1	1	33	33
125.3145	2.8023	1	1	2	1	9	1	1	1	34	34
127.9399	2.8023	1	1	2	1	9	1	1	1	35	35
130.5649	2.8023	1	1	1	2	12	1	1	1	36	36
133.1904	2.8023	1	1	1	2	11	1	1	1	37	37
135.8159	2.8023	1	1	1	2	11	1	1	1	38	38
146.792	2.8023	2	2	1	1	0	1	1	2	39	1
148.6421	2.8023	2	2	2	2	0	1	1	2	40	2
151.2676	2.8023	2	2	2	2	0	1	1	2	41	3
153.8931	2.8023	2	2	1	1	0	2	1	2	42	4
156.5181	2.8023	2	2	2	2	0	1	1	2	43	5
159.1436	2.8023	2	2	1	1	0	1	1	2	44	6
161.769	2.8023	2	2	1	1	0	1	1	2	45	7
164.394	2.8023	2	2	1	1	0	2	1	2	46	8
167.0195	2.8023	2	2	2	2	0	1	1	2	47	9
169.645	2.8023	2	2	1	1	0	1	1	2	48	10
172.27	2.8023	2	2	2	2	0	1	1	2	49	11
175.6875	2.8023	1	2	1	1	6	1	1	2	50	12
178.4541	2.8023	1	2	1	1	4	1	1	2	51	13
181.0796	2.8023	1	2	1	1	4	1	1	2	52	14
183.7051	2.8023	1	2	2	2	2	1	1	2	53	15
186.3301	2.8023	1	2	2	2	14	2	1	2	54	16
188.9556	2.8023	1	2	1	1	6	1	1	2	55	17
191.5811	2.8023	1	2	1	1	4	1	1	2	56	18
194.2061	2.8023	1	2	1	1	5	1	1	2	57	19
196.8315	2.8023	1	2	2	2	13	2	1	2	58	20
199.4565	2.8023	1	2	2	2	2	1	1	2	59	21
202.082	2.8023	1	2	2	2	3	1	1	2	60	22
203.9155	2.8023	2	2	2	2	0	1	1	2	61	23
206.541	2.8023	2	2	2	2	0	1	1	2	62	24
209.166	2.8023	2	2	1	1	0	2	1	2	63	25
211.7915	2.8023	2	2	1	1	0	1	1	2	64	26
214.417	2.8023	2	2	1	1	0	1	1	2	65	27
217.042	2.8023	2	2	2	2	0	1	1	2	66	28
219.6675	2.8023	2	2	2	2	0	1	1	2	67	29
222.293	2.8023	2	2	2	2	0	1	1	2	68	30
224.918	2.8023	2	2	1	1	0	1	1	2	69	31
227.5435	2.8023	2	2	1	1	0	2	1	2	70	32
230.1689	2.8023	2	2	1	1	0	1	1	2	71	33
233.5859	2.8023	1	2	2	2	1	1	1	2	72	34
236.2114	2.8023	1	2	1	1	5	1	1	2	73	35
238.8364	2.8023	1	2	2	2	13	2	1	2	74	36
241.4619	2.8023	1	2	2	2	1	1	1	2	75	37
244.0869	2.8023	1	2	2	2	3	1	1	2	76	38
246.7124	2.8023	1	2	1	1	4	1	1	2	77	39
249.3379	2.8023	1	2	1	1	5	1	1	2	78	40
251.9629	2.8023	1	2	1	1	5	1	1	2	79	41
254.5884	2.8023	1	2	2	2	15	2	1	2	80	42
257.2139	2.8023	1	2	2	2	2	1	1	2	81	43
259.8389	2.8023	1	2	2	2	3	1	1	2	82	44
270.5488	2.8023	2	1	1	2	0	1	1	3	83	1
272.3989	2.8023	2	1	1	2	0	1	1	3	84	2
275.0239	2.8023	2	1	1	2	0	1	1	3	85	3
